_id,OBJECTID,PROJ_NUM,LAST_UPDATED_DATE,PROJECT,LOCATION,DETAILS,DURATION/ Construction Timeline,STATUS,INV_PRIORITY,OWNER,CONTACT_NAME,CONTACT_EMAIL,INV_WEB_SITE,INV_DISPLAY_PROGRAM,INV_DISPLAY_SYMBOL,START_YEAR,CONTR_NUMBER,geometry
47,6464,,2024-08-14,Major Road Rehabilitation,GREENWOOD AVE&lt;br&gt; From: SAMMON AVE&lt;br&gt; To: MORTIMER AVE,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q3 2025 - Q3 2026 (Carry-Over),Active,,Transportation Services,"Promil Sarkar, Engineering and Construction Services",psarkar@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2025,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3346688950647,43.6868847097714],[-79.3355044691125,43.6886606926582]]}"
48,6488,,2024-08-14,Major Road Rehabilitation,GREENWOOD AVE&lt;br&gt; From: [34.60 m N] MILVERTON BLVD&lt;br&gt; To: SPRINGDALE BLVD,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q3 2025 - Q3 2026 (Carry-Over),Active,,Transportation Services,"Promil Sarkar, Engineering and Construction Services",psarkar@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2025,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3339042258784,43.6850841471032],[-79.3340637582019,43.6854622211506]]}"
49,6552,TS2023-11-101,2025-09-05,Local Road Reconstruction,KENSINGTON AVE (TO)&lt;br&gt; From: DUNDAS ST W&lt;br&gt; To: FITZROY TER,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q2 2027 - Q4 2028,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Steven Bertolo, Engineering and Construction Services",sbertol@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2027,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3998708217879,43.6525513319222],[-79.400183198789,43.6533979036494],[-79.4001992199015,43.6534389269145]]}"
50,6581,,2025-10-31,Laneway Reconstruction,[34.40 m N] AUBURN AVE&lt;br&gt; From: [45.70 m W] VIA ITALIA&lt;br&gt; To: [143.30 m W] VIA ITALIA,"Replacement of the entire laneway pavement structure, including the asphalt, concrete and underlying support materials. Repair, improvement, or replacement of laneway drainage, curbs, and associated areas. Work may include the closure of individual lanes or the entire laneway. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q3 2027 - Q4 2028,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Adriana Gomez, Engineering and Construction Services",AGOMEZ4@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4465894578189,43.6749583030507],[-79.4463538719074,43.6750084237118],[-79.4454613970196,43.6752205181024]]}"
51,6634,,2025-10-31,Local Road Reconstruction,WESTSIDE DR&lt;br&gt; From: THE WEST MALL&lt;br&gt; To: [457 m S/W] THE WEST MALL,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q3 2027 - Q4 2028,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Adriana Gomez, Engineering and Construction Services",AGOMEZ4@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.5662236039272,43.6166682167921],[-79.5657476618787,43.616804970045],[-79.5635206300727,43.617310243505],[-79.5635340313081,43.6174107197341],[-79.563620988626,43.6177053776336],[-79.5636447908434,43.6178570111825],[-79.5636253016292,43.6180544599082],[-79.5635822375292,43.6183091383118],[-79.5635705678914,43.6184436474947],[-79.5635431880623,43.6186267730273],[-79.5635512638389,43.6188184850922],[-79.5635829218135,43.6189644010616],[-79.563603489938,43.6190131331591]]}"
52,6742,TS2023-13-044,2025-03-24,Local Road Reconstruction,SACKVILLE PL&lt;br&gt; From: BOWMAN ST&lt;br&gt; To: RAWLINGS AVE,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q4 2025 - Q3 2026,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Amran Durrani, Engineering and Construction Services",adurran2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2025,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3641587769398,43.6660933151395],[-79.3635261310259,43.6662363354209]]}"
53,6826,,2025-09-18,Local Road Reconstruction,MILITARY TRL&lt;br&gt; From: EAST HIGHLAND CREEK&lt;br&gt; To: HIGHCASTLE RD,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q1 2022 - Q4 2025 (Carry-Over),Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Steven Bertolo, Engineering and Construction Services",sbertol@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2021,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.2156789503788,43.7840665592682],[-79.215622465804,43.784112055445],[-79.2155803660269,43.7841661573814],[-79.2155002979552,43.784246188006],[-79.2150545239443,43.7849107643258],[-79.2150073651678,43.7849831689574],[-79.2149539848702,43.7850365998439],[-79.2148845024549,43.7851083438688],[-79.2148189818533,43.7851620864484],[-79.214674615043,43.7852967594842],[-79.2144252813211,43.7854843740632],[-79.2141934273707,43.785664403336],[-79.2141212818505,43.7857338305359],[-79.2140508049784,43.7857896611383],[-79.2140186270555,43.7858154058046],[-79.2139814453889,43.7858612923972]]}"
54,6856,,2025-10-14,Local Road Rehabilitation,CARLTON ST&lt;br&gt; From: PARLIAMENT ST&lt;br&gt; To: BROADCAST LANE,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q1 2025 - Q3 2025,Active,,Transportation Services,"Jessica Orjuela, Engineering and Construction Services",jorjuel@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2025,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3680571008485,43.664463438273],[-79.3674857192746,43.6645993879443]]}"
55,6859,,2025-10-14,Local Road Reconstruction,[S] HIGHLAND AVE [BRANCH]&lt;br&gt; From: HIGHLAND GDNS&lt;br&gt; To: [45.70 m E] HIGHLAND GDNS,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q3 2025 - Q4 2026,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Marfique Ahmed, Engineering and Construction Services",mahmed2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2025,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3815816319326,43.6824393660884],[-79.3814447258037,43.6824678015376],[-79.3813885925331,43.6824748876452],[-79.3813334539154,43.6824769736302],[-79.3812753746204,43.6824733407027],[-79.3812202555661,43.682466138202],[-79.38114841278,43.6824510592442],[-79.3810608091521,43.6824335694948]]}"
56,6860,,2025-10-14,Local Road Rehabilitation,REGENT ST&lt;br&gt; From: ST BARTHOLOMEW ST&lt;br&gt; To: DUNDAS ST E,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q3 2025 - Q4 2026,Active,,Transportation Services,"Marfique Ahmed, Engineering and Construction Services",mahmed2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2025,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3642448102343,43.6591221633683],[-79.3644998900192,43.6597622879658]]}"
57,7654,,2026-04-21,Laneway Reconstruction,[31 m E] EILEEN AVE&lt;br&gt; From: [39 m N] FLORENCE AVE&lt;br&gt; To: [70 m N] FLORENCE AVE,"Replacement of the entire laneway pavement structure, including the asphalt, concrete and underlying support materials. Repair, improvement, or replacement of laneway drainage, curbs, and associated areas. Work may include the closure of individual lanes or the entire laneway. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q2 2026 - Q4 2026,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Niloufar Mohajerani, Engineering and Construction Services",nmohaje@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4946385510168,43.6699354210539],[-79.4949789913813,43.6700994974601]]}"
58,7674,,2026-02-11,Local Road Reconstruction,QUEEN ELIZABETH BLVD&lt;br&gt; From: ROYAL YORK RD&lt;br&gt; To: CANMOTOR AVE,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q3 2026 - Q3 2027,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Nicholas Mah, Engineering and Construction Services",nmah@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.5024114897152,43.62332421573],[-79.50238831985,43.623231465748],[-79.5023765482619,43.6231957871272],[-79.5023476768618,43.6230885242889],[-79.502391564286,43.6230560292091],[-79.5024931686164,43.6230238542183],[-79.5059383076482,43.6222961012901],[-79.5086603410743,43.6217266767635],[-79.5104959110868,43.6213926562924],[-79.5115732591841,43.6211650507351],[-79.5117278712598,43.6211414440896],[-79.5120476160102,43.6211074512303],[-79.512187063814,43.6211063553806],[-79.5122988421262,43.621098267347],[-79.5125856955201,43.6211110406292],[-79.5126262010587,43.6211211699473],[-79.5127254676382,43.6211613169201],[-79.5127903514855,43.6212174982648],[-79.5128860912137,43.6213816974857],[-79.5129525632846,43.6215272517268],[-79.5129642841548,43.6217029542579],[-79.5129053071663,43.6218943803404],[-79.5128157886533,43.6220136095358],[-79.5126016104699,43.6222467337542],[-79.5125470483571,43.6223629839086],[-79.5125368398686,43.6224478349775],[-79.5125415420439,43.6225485079798],[-79.5125764302078,43.6226699961131],[-79.5127198820854,43.6230366155614],[-79.5127314291368,43.623095064896],[-79.5127345171743,43.6231841361487],[-79.5127067126589,43.6232585304477],[-79.5126600556551,43.6232997503533],[-79.5126288101257,43.6233273233097],[-79.5125609765848,43.6233615613223],[-79.5124218206509,43.6234032863331],[-79.5123754563584,43.6234171796277],[-79.511436969647,43.6236306790489]]}"
59,7875,,2026-03-19,Local Road Reconstruction,RIDELLE AVE&lt;br&gt; From: MARWOOD RD&lt;br&gt; To: FERNWOOD RD,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q2 2026 - Q4 2027,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Lucas Da Costa, Engineering and Construction Services",ldacost@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4352586953962,43.7053528781632],[-79.4364077172101,43.705102179694]]}"
60,7898,,2026-03-19,Local Road Reconstruction,RIDELLE AVE&lt;br&gt; From: BURMONT RD&lt;br&gt; To: OLD PARK RD,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q2 2026 - Q4 2027,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Lucas Da Costa, Engineering and Construction Services",ldacost@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4318104838685,43.7060823742306],[-79.4329630691003,43.7058560969965]]}"
61,7983,,2026-04-21,Local Road Reconstruction,WEST HILL DR&lt;br&gt; From: LAWRENCE AVE E&lt;br&gt; To: KINGSTON RD,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q2 2026 - Q4 2026,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Niloufar Mohajerani, Engineering and Construction Services",nmohaje@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.1798927774532,43.7698408574246],[-79.180921252663,43.7722488443744],[-79.1816823595394,43.7740183311175],[-79.181731009347,43.7741562734533],[-79.1817424416343,43.7742377396766],[-79.1817559650317,43.7743163124469]]}"
62,8016,1,2026-05-21,Local Road Reconstruction,DAWLISH AVE&lt;br&gt; From: DANESWOOD RD&lt;br&gt; To: BAYVIEW AVE,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",2027 - 2030,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,&lt;Null&gt; Transportation Roads State of Good Repair,RoadSOGR@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2027,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3819177709487,43.7241363723062],[-79.379706620262,43.7246178780895]]}"
63,8071,1,2026-03-11,Local Road Reconstruction,BRAESIDE CRES&lt;br&gt; From: BRAESIDE RD&lt;br&gt; To: [1 m E] BRAESIDE RD [CITY LIMITS],"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q2 2026 - Q4 2026,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Osa Ehioghiren, Engineering and Construction Services",oehiogh@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2027,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3905438757911,43.7291351132711],[-79.3904295275255,43.729155812771]]}"
64,8124,,2022-08-29,Local Road Reconstruction,HOLLAMAN RD&lt;br&gt; From: GLEN PARK AVE&lt;br&gt; To: [40 m N] GLEN PARK AVE,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q3 2026 - Q2 2027,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Matthew McAinsh, Engineering and Construction Services",mmcains@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4294173872541,43.7130262491248],[-79.4298163688248,43.713266387425]]}"
65,8145,,2021-07-12,Local Road Rehabilitation,CARLING AVE&lt;br&gt; From: BLOOR ST W&lt;br&gt; To: IRENE AVE,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q1 2024 - Q2 2025 (Carry-Over),Active,,Transportation Services,"Dennis Coronel, Engineering and Construction Services",dcorone@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2024,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4246453518477,43.6621985657573],[-79.4248081618785,43.6626166142716],[-79.4248969649302,43.6628446316204]]}"
66,8344,,2023-03-24,Major Road Reconstruction,BLOOR ST W&lt;br&gt; From: BEDFORD RD&lt;br&gt; To: DEVONSHIRE PL,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q3 2023 - Q2 2025 (Carry-Over),Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Ahmed Bhabha, Engineering and Construction Services",abhabha@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2023,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3973807881437,43.6680332274401],[-79.3983645805034,43.667831627684]]}"
67,8359,,2023-02-13,Local Road Rehabilitation,MACPHERSON AVE&lt;br&gt; From: SPADINA RD (TO)&lt;br&gt; To: WALMER RD,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q3 2026 - Q2 2027,Active,,Transportation Services,"Lucas Da Costa, Engineering and Construction Services",ldacost@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4074931331635,43.6758691741159],[-79.4080897468529,43.6757501952466],[-79.4086770638926,43.6756331312167]]}"
68,8367,,2023-02-13,Local Road Rehabilitation,CORTLEIGH BLVD&lt;br&gt; From: AVENUE RD&lt;br&gt; To: MONA DR,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q2 2026 - Q4 2026,Active,,Transportation Services,"Osa Ehioghiren, Engineering and Construction Services",oehiogh@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4117758968158,43.7130486454782],[-79.4135913428213,43.7126674831447],[-79.4156786733477,43.7122280026321],[-79.4162892475766,43.7120934387677]]}"
69,8369,,2023-05-05,Laneway Reconstruction,[30 m E] WINNIFRED AVE&lt;br&gt; From: [33.50 m N] EASTERN AVE&lt;br&gt; To: [35.10 m S] QUEEN ST E,"Replacement of the entire laneway pavement structure, including the asphalt, concrete and underlying support materials. Repair, improvement, or replacement of laneway drainage, curbs, and associated areas. Work may include the closure of individual lanes or the entire laneway. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",2027,Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Shahid Virk, Engineering and Construction Services",svirk@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2027,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3348009845398,43.6596999376606],[-79.3356450503918,43.6616500378625]]}"
70,8370,,2023-05-19,Local Road Reconstruction,AMHERST AVE&lt;br&gt; From: WESTMOUNT AVE&lt;br&gt; To: NORTHCLIFFE BLVD,"Replacement of the entire road pavement structure, including the asphalt and underlying support materials. Repair, improvement, or replacement of: road drainage, curbs, boulevards and sidewalks. Work may include the closure of individual lanes or the entire road.  Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q3 2025 - Q4 2028 (Carry-Over),Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Marfique Ahmed, Engineering and Construction Services",mahmed2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2024,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.44575001914,43.6904886833956],[-79.4468253424522,43.6902652579895]]}"
71,8411,,2023-05-09,Major Road Rehabilitation,DUNCAN ST&lt;br&gt; From: NELSON ST (TO)&lt;br&gt; To: RICHMOND ST W,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q1 2027 - Q4 2027,Active,,Transportation Services,"Christy Manoharan, Engineering and Construction Services",cmanoha@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2027,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3889254829888,43.6488121554155],[-79.389043209377,43.6491094398326],[-79.3891808409803,43.6494570313201]]}"
72,8420,TS2023-13-139,2023-09-26,Laneway Reconstruction,CALLAGHAN LANE&lt;br&gt; From: BERKELEY ST&lt;br&gt; To: PARLIAMENT ST,"Replacement of the entire laneway pavement structure, including the asphalt, concrete and underlying support materials. Repair, improvement, or replacement of laneway drainage, curbs, and associated areas. Work may include the closure of individual lanes or the entire laneway. Also, includes the replacement of the City-owned portion of substandard water service connections. The property owner is encouraged to replace the private portion of the substandard water service connection, as well.",Q4 2025 - Q3 2026 (Carry-Over),Active,1 - Projects with approved or allocated funding in the Capital Works Program.,Transportation Services,"Amran Durrani, Engineering and Construction Services",adurran2@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2025,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.3675321846406,43.6595666170583],[-79.3661821836771,43.6598516538301]]}"
73,8453,TS2023-09-011,2023-02-13,Local Road Rehabilitation,ASCOT AVE&lt;br&gt; From: BOON AVE&lt;br&gt; To: EARLSCOURT AVE,"Replacement of partial road pavement structure or entire road pavement structure for either partial lane width, full lane width or full road width. This could include the asphalt and underlying support materials. Repair, improvement or replacement of road drainage, damaged sidewalk, boulevards and curbs. Work may include the closure of individual lanes or the entire road.",Q3 2026 - Q2 2027,Active,,Transportation Services,"Lucas Da Costa, Engineering and Construction Services",ldacost@toronto.ca,https://www.toronto.ca/services-payments/streets-parking-transportation/road-maintenance/road-sidewalk-repair/,TS_Road_Reconstruction,12,2026,EXTERNAL,"{""type"":""LineString"",""coordinates"":[[-79.4471291729001,43.6794463072249],[-79.4483381993882,43.6791741606789]]}"
